c1_frase,concepto_r_1,df_1,c1_1,c2_1,c3_1,criterio_1,c1,c2_frase,concepto_r_2,df_2,c1_2,c2_2,c3_2,criterio_2,c2,c3_frase,concepto_r_3,df_3,c1_3,c2_3,c3_3,criterio_3,c3,c4_frase,concepto_r_4,df_4,c1_4,c2_4,c3_4,criterio_4,c4,c5_frase,concepto_r_5,df_5,c1_5,c2_5,c3_5,criterio_5,c5,c6_frase,concepto_r_6,df_6,c1_6,c2_6,c3_6,criterio_6,c6,c7_frase,concepto_r_7,df_7,c1_7,c2_7,c3_7,criterio_7,c7,c8_frase,concepto_r_8,df_8,c1_8,c2_8,c3_8,criterio_8,c8,c9_frase,concepto_r_9,df_9,c1_9,c2_9,c3_9,criterio_9,c9,c10_frase,concepto_r_10,df_10,c1_10,c2_10,c3_10,criterio_10,c10,c11_frase,concepto_r_11,df_11,c1_11,c2_11,c3_11,criterio_11,c11,c12_frase,concepto_r_12,df_12,c1_12,c2_12,c3_12,criterio_12,c12,c13_frase,concepto_r_13,df_13,c1_13,c2_13,c3_13,criterio_13,c13,c14_frase,concepto_r_14,df_14,c1_14,c2_14,c3_14,criterio_14,c14,c15_frase,concepto_r_15,df_15,c1_15,c2_15,c3_15,criterio_15,c15,c16_frase,concepto_r_16,df_16,c1_16,c2_16,c3_16,criterio_16,c16,c17_frase,concepto_r_17,df_17,c1_17,c2_17,c3_17,criterio_17,c17,c18_frase,concepto_r_18,df_18,c1_18,c2_18,c3_18,criterio_18,c18
cabello de zacate,0,zacate,enredado,0,0,metafora,3,nubes de leche,0,leche,blanco,juntas,0,metafora,3,piel de papel,0,papel,ligera,sensible,0,metafora,3,dientes de perlas,dientes,0,blancos,hermosos,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,flores,0,0,0,0,desvinculao,3,mi dulce hermana,hermana,0,consiente,0,0,metafora,3,mirada ardiente,0,ardiente,profunda,0,0,metafora,3,corazones frios,0,frios,no siente nada,0,0,metafora,3,sonrisa de hielo,0,hielo,fria,blanca,0,metafora,3,ojos amargos,0,amargo,no agradable,0,0,metafora,3,sonrisa tibia,0,tibia,falsa,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,metafora,3,el verano viene,verano,0,diversion,0,0,convencional,2,el ano va muy lento,0,0,pasan,lento,0,convencional,2,vendran tiempos mejores,tiempo,0,futuro,prometedor,pasado,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,volar,perder,no aprovechar,0,convencional,2
cabello de zacate,0,zacate,rasposo,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,piel,0,sensible,0,0,metafora,3,dientes de perlas,dientes,0,blancos,brillantes,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,valioso,0,0,desvinculado,3,mi dulce hermana,hermana,0,tierna,0,0,metafora,3,mirada ardiente,0,ardiente,fuego,0,0,metafora,3,corazones frios,0,frios,sin amor,0,0,metafora,3,sonrisa de hielo,0,hielo,inmovil,0,0,metafora,3,ojos amargos,0,amargo,negro,0,0,metafora,3,sonrisa tibia,0,tibia,bonita,agradable,0,metafora,3,la noche quedo atras,noche,0,0,0,0,metafora,3,el verano viene,0,vierne,cerca,0,0,convencional,2,el ano va muy lento,0,0,nada que hacer,0,0,convencional,2,vendran tiempos mejores,tiempo,0,mal,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,volar,ir rapido,0,0,convencional,2
cabello de zacate,cabello,0,maltratado,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,dientes,0,blancos,duros,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,color,0,0,metafora,3,mi dulce hermana,hermana,0,tierna,carinosa,0,metafora,3,mirada ardiente,0,ardiente,no es ardiente,0,0,metafora,3,corazones frios,0,frios,sin alegria,amargada,0,metafora,3,sonrisa de hielo,0,hielo,fria,0,0,metafora,3,ojos amargos,0,amargo,lloroso,lastimar,sentido figurado,metafora,3,sonrisa tibia,0,tibia,amable,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,metafora,3,el verano viene,verano,0,clima,0,0,convencional,2,el ano va muy lento,0,0,lento,dias,0,convencional,2,vendran tiempos mejores,0,vendran,presente,momentos,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,0,0,convencional,2
cabello de zacate,cabello,0,feo,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,piel,0,suave,0,0,metafora,3,dientes de perlas,0,perla,son de color azul claro,0,0,metafora,3,piel de seda,0,seda,suave,fina,0,metafora,3,flores de oro,0,oro,valor,sentimental,economico,metafora,3,mi dulce hermana,hermana,0,bonita,0,0,metafora,3,mirada ardiente,0,ardiente,fija,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,seco,fuerte,0,metafora,3,ojos amargos,0,amargo,lloroso,0,0,metafora,3,sonrisa tibia,sonrrisa,0,contagiosa,0,0,metafora,3,la noche quedo atras,0,quedo,no recordar,0,0,metafora,3,el verano viene,verano,0,descanso,0,0,convencional,2,el ano va muy lento,0,0,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,oportunidades,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,interesado,vuelas,segundos,convencional,2
cabello de zacate,cabello,0,chino,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,lisa,0,0,metafora,3,dientes de perlas,0,perlas,blanco,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,flores,0,hermoso,0,0,desvinculado,3,mi dulce hermana,0,dulce,tierna,buena,0,metafora,3,mirada ardiente,0,ardiente,amenazadora,0,0,metafora,3,corazones frios,0,frios,expresan poco sentimiento,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,maliciosa,0,metafora,3,ojos amargos,0,amargo,malos,0,0,metafora,3,sonrisa tibia,sonrrisa,0,agradable sensacion,0,0,metafora,3,la noche quedo atras,0,quedo,0,olvidar,0,metafora,3,el verano viene,verano,0,vacaniones,calor,lluvia,convencional,2,el ano va muy lento,0,0,pesado,0,0,convencional,2,vendran tiempos mejores,0,0,0,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,segundos,rapido,0,convencional,2
cabello de zacate,0,zacate,amarillo,desordenado,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,0,perlas,nuevo,0,0,metafora,3,piel de seda,0,seda,gruesa,0,0,metafora,3,flores de oro,0,oro,brillosa,0,0,metafora,3,mi dulce hermana,0,dulce,bonita,0,0,metafora,3,mirada ardiente,0,0,fijamente,0,0,metafora,3,corazones frios,0,frios,sin sentimiento,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,falsa,0,metafora,3,ojos amargos,0,amargo,no agradable,0,0,metafora,3,sonrisa tibia,0,tibia,calido,alegre,0,metafora,3,la noche quedo atras,0,0,0,no recordar,0,metafora,3,el verano viene,0,viene,invierno,tarde,0,convencional,2,el ano va muy lento,0,0,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,malo,resistir,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,0,0,convencional,2
cabello de zacate,cabello,0,rizado,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,delgada,fragil,0,metafora,3,dientes de perlas,0,perlas,bonito,brillan,0,metafora,3,piel de seda,0,seda,color cremita,0,0,metafora,3,flores de oro,0,oro,valor,0,0,metafora,3,mi dulce hermana,0,dulce,carinosa,0,0,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,cristalina,0,0,metafora,3,ojos amargos,0,amargo,no agradable,0,0,metafora,3,sonrisa tibia,0,tibia,timida,0,0,metafora,3,la noche quedo atras,0,0,0,problema,0,metafora,3,el verano viene,verano,0,estacion,0,0,convencional,2,el ano va muy lento,0,0,cosas,0,0,convencional,2,vendran tiempos mejores,0,vendran,mejor,futuro,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,concentrarse,corre,convencional,2
cabello de zacate,0,zacate,parado,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,delicada,0,0,metafora,3,dientes de perlas,0,perlas,blanco,perfecto,0,metafora,3,piel de seda,0,seda,color amarilla,0,0,metafora,3,flores de oro,0,oro,brillante,0,0,metafora,3,mi dulce hermana,0,dulce,tierna,amable,0,metafora,3,mirada ardiente,0,ardiente,apasionada,0,0,metafora,3,corazones frios,0,frios,sin amor,0,0,metafora,3,sonrisa de hielo,0,hielo,falsa,0,0,metafora,3,ojos amargos,0,amargo,feo,0,0,metafora,3,sonrisa tibia,0,tibia,tranquiliza,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,metafora,3,el verano viene,0,viene,acerca,0,0,convencional,2,el ano va muy lento,0,lento,tiempo,0,0,convencional,2,vendran tiempos mejores,0,vendran,vida,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,seco,tieso,0,metafora,3,nubes de leche,0,leche,color,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,dientes,0,brillan,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,flores,0,girasol,0,0,metafora,3,mi dulce hermana,0,dulce,tierna,gentil,0,metafora,3,mirada ardiente,0,ardiente,conquista,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,blanco,0,metafora,3,ojos amargos,0,amargo,sin emocion,sin sentimientos,0,metafora,3,sonrisa tibia,0,tibia,FALSO,0,0,metafora,3,la noche quedo atras,0,quedo,0,desaparecio,0,metafora,3,el verano viene,0,viene,acerca,0,0,convencional,2,el ano va muy lento,0,lento,tiempo,0,0,convencional,2,vendran tiempos mejores,0,vendran,sucederan,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,minuto,segundo,0,convencional,2
cabello de zacate,0,zacate,rizado,quebrado,0,metafora,3,nubes de leche,0,leche,color,blanco,0,metafora,3,piel de papel,0,papel,lisa,0,0,metafora,3,dientes de perlas,0,perlas,blanco,0,0,metafora,3,piel de seda,0,seda,fragil,0,0,metafora,3,flores de oro,flores,0,girasol,0,0,metafora,3,mi dulce hermana,0,dulce,tierna,0,0,metafora,3,mirada ardiente,0,ardiente,furia,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,helada,0,0,metafora,3,ojos amargos,0,amargo,feo,0,0,metafora,3,sonrisa tibia,0,tibia,timida,0,0,metafora,3,la noche quedo atras,noche,0,0,0,0,metafora,3,el verano viene,0,viene,acerca,0,0,convencional,2,el ano va muy lento,0,lento,aburrido,0,0,convencional,2,vendran tiempos mejores,0,vendran,habran,0,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,tiempo,0,convencional,2
cabello de zacate,0,zacate,feo,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,suave,0,0,metafora,3,dientes de perlas,dientes,0,brillan,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,dorado,bonito,0,metafora,3,mi dulce hermana,0,dulce,tierna,0,0,metafora,3,mirada ardiente,0,ardiente,fuego,0,0,metafora,3,corazones frios,0,frios,actitiud apagada,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,no notarse,0,metafora,3,ojos amargos,0,amargo,feo,horroroso,0,metafora,3,sonrisa tibia,0,tibia,fingida,0,0,metafora,3,la noche quedo atras,noche,0,0,0,0,metafora,3,el verano viene,verano,0,calor,0,0,convencional,2,el ano va muy lento,0,lento,eterno,0,0,convencional,2,vendran tiempos mejores,0,vendran,salir,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,feo,0,0,metafora,3,nubes de leche,0,leche,color,0,0,metafora,3,piel de papel,0,papel,delicada,0,0,metafora,3,dientes de perlas,dientes,0,blanco,cuidado,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,flores,0,girasol,0,0,metafora,3,mi dulce hermana,0,dulce,humilde,0,0,metafora,3,mirada ardiente,0,ardiente,ruda,0,0,metafora,3,corazones frios,0,frios,sin emociones,0,0,metafora,3,sonrisa de hielo,0,hielo,serio,0,0,metafora,3,ojos amargos,0,amargo,injuria,rabia,furia,metafora,3,sonrisa tibia,0,tibia,penosa,sin ganas,0,metafora,3,la noche quedo atras,0,quedo,0,pasado,0,metafora,3,el verano viene,0,viene,llega,0,0,convencional,2,el ano va muy lento,0,lento,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,vendran,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,despeinado,duro,0,metafora,3,nubes de leche,0,leche,color,blanco,clara,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,dientes,0,limpio,0,0,metafora,3,piel de seda,piel,0,tersa,0,0,metafora,3,flores de oro,0,oro,amarillo,0,0,metafora,3,mi dulce hermana,0,dulce,carinosa,0,0,metafora,3,mirada ardiente,0,ardiente,provocativa,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,0,0,metafora,3,0,0,amargo,amargada,0,0,metafora,3,sonrisa tibia,0,tibia,media sonrrisa,0,0,metafora,3,la noche quedo atras,0,quedo,0,olvidar,0,metafora,3,el verano viene,verano,0,arboles verdes,temperatura,0,convencional,2,el ano va muy lento,0,lento,lento,0,0,convencional,2,vendran tiempos mejores,tiempos mejores,0,futuro mejor,0,0,convencional,2,la navidad llego,navidad,0,comenzo,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,maltratado,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,delicada,0,0,metafora,3,dientes de perlas,dientes,0,blanco,0,0,metafora,3,piel de seda,piel,0,delicada,0,0,metafora,3,flores de oro,flores,0,girasol,0,0,metafora,3,mi dulce hermana,0,dulce,:v,0,0,metafora,3,mirada ardiente,mirada,0,interesa,atenta,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,sonrisa de hielo,0,hielo,dura,0,0,metafora,3,0,0,amargo,triste,0,0,metafora,3,sonrisa tibia,0,tibia,confortante,0,0,metafora,3,la noche quedo atras,0,quedo,0,pasado,0,metafora,3,el verano viene,verano,viene,0,0,0,incierto,1,el ano va muy lento,0,lento,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,ir mejor,0,0,convencional,2,la navidad llego,navidad,0,navidad,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,cabello,0,largo,desordenado,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,debil,0,0,metafora,3,dientes de perlas,dientes,0,brillan,0,0,metafora,3,piel de seda,piel,0,tersa,0,0,metafora,3,flores de oro,flores,0,olor,0,0,desvinculado,3,mi dulce hermana,0,dulce,buena gente,0,0,metafora,3,mirada ardiente,0,ardiente,intensa,0,0,metafora,3,corazones frios,0,frios,sin sentimiento,sentimientos profundos,0,metafora,3,sonrisa de hielo,0,hielo,deslumbrante,0,0,metafora,3,0,0,amargo,0,malos,enojados,metafora,3,sonrisa tibia,0,tibia,amable,0,0,metafora,3,la noche quedo atras,0,0,0,tragedia,0,metafora,3,el verano viene,verano,0,0,0,0,literal,1,el ano va muy lento,0,lento,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,habran,0,0,convencional,2,la navidad llego,navidad,0,festividad,ocurriendo,0,convencional,2,los segundos vuelan,0,0,segundo,rapido,0,convencional,2
cabello de zacate,0,zacate,feo,tieso,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,duro,reseco,blanco,metafora,3,dientes de perlas,0,perla,brillante,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,dorado,0,0,metafora,3,mi dulce hermana,0,dulce,buena gente,tierna,0,metafora,3,mirada ardiente,0,ardiente,caliente,0,0,metafora,3,corazones frios,0,frios,pocos sentimientos encontrados,0,0,metafora,3,sonrisa de hielo,0,hielo,malevolo,congelas,enfria,metafora,3,0,0,amargo,serio,0,0,metafora,3,sonrisa tibia,0,tibia,no feliz,0,0,metafora,3,la noche quedo atras,noche,0,0,0,0,metafora,3,el verano viene,verano,viene,0,0,0,incierto,1,el ano va muy lento,0,lento,lento,0,0,convencional,2,vendran tiempos mejores,0,vendran,futuro mejor,0,0,convencional,2,la navidad llego,navidad,0,navidad,0,0,convencional,2,los segundos vuelan,0,0,bien,0,0,convencional,2
cabello de zacate,0,zacate,picos,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,romper,0,0,metafora,3,dientes de perlas,0,perla,blanco,briillante,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,amarillo,brinate,0,literal,3,mi dulce hermana,0,dulce,amable,0,0,metafora,3,mirada ardiente,mirada,0,fija,concentrada,0,metafora,3,corazones frios,0,frios,sensible,dificli de entender,orgulloso,metafora,3,sonrisa de hielo,0,hielo,frio,seria,0,metafora,3,0,0,amargo,verde,0,0,metafora,3,0,0,tibia,suave,timida,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,metafora,3,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,0,lento,personas lentas,0,0,convencional,2,vendran tiempos mejores,0,0,0,0,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,0,0,convencional,2
cabello de zacate,0,zacate,descuidado,0,0,metafora,3,nubes de leche,nubes,0,esponjoso,0,0,metafora,3,piel de papel,0,papel,suave,plano,0,metafora,3,dientes de perlas,0,perla,blanco,briillante,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,amarillo,0,0,metafora,3,mi dulce hermana,0,dulce,amable,respetuosa,calida,metafora,3,mirada ardiente,0,ardiente,enamorado,0,0,metafora,3,corazones frios,0,0,no compasion,0,0,metafora,3,sonrisa de hielo,0,hielo,blanca,0,0,metafora,3,0,0,amargo,trsites,sin felicidad,0,metafora,3,0,0,tibia,no convencida,0,0,metafora,3,la noche quedo atras,0,0,0,0,0,metafora,3,el verano viene,verano,viene,0,0,0,incierto,1,el ano va muy lento,0,lento,0,0,0,convencional,2,vendran tiempos mejores,0,vendran,habran,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,maltratado,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,tiesa,fragil,0,metafora,3,dientes de perlas,0,perla,blanco,briillante,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,amarillo,0,0,metafora,3,mi dulce hermana,0,dulce,carinosa,tierna,0,metafora,3,mirada ardiente,0,ardiente,fuerte,pesada,0,metafora,3,corazones frios,0,0,sin sentimiento,cortante,0,metafora,3,sonrisa de hielo,0,hielo,seco,sin expresiones,0,metafora,3,0,0,amargo,cafe,amargo,0,metafora,3,0,0,tibia,dificil de entender,falsa,0,metafora,3,la noche quedo atras,0,0,0,0,0,metafora,3,el verano viene,verano,0,0,0,0,covencional,1,el ano va muy lento,0,lento,no rapido,0,0,convencional,2,vendran tiempos mejores,0,vendran,problema,solucion,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,0,0,convencional,2
cabello de zacate,0,zacate,grenudo,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,facil de lastimar,0,metafora,3,dientes de perlas,0,perla,blanco,briillante,limpio,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,brillante,unico,0,metafora,3,mi dulce hermana,0,dulce,tierna,carinosa,linda,metafora,3,mirada ardiente,0,ardiente,fuerte,0,0,metafora,3,corazones frios,0,0,corazon,sin sentimiento,0,metafora,3,sonrisa de hielo,0,hielo,falsa,0,0,metafora,3,0,0,amargo,cafe,0,0,metafora,3,0,0,0,calurosa,calida,0,metafora,3,la noche quedo atras,0,0,0,0,0,metafora,3,el verano viene,0,viene,0,0,0,tautoligico,1,el ano va muy lento,0,lento,0,0,0,convencional,2,vendran tiempos mejores,0,vendran,mejores,0,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,0,rapido,sin darse cuenta,0,convencional,2
cabello de zacate,0,zacate,sucio,duro,feo,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,fragil,0,0,metafora,3,dientes de perlas,0,perla,blanco,limpio,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,brillante,alegria,0,metafora,3,mi dulce hermana,0,dulce,buena persona,0,0,metafora,3,mirada ardiente,0,ardiente,fuerte,0,0,metafora,3,corazones frios,0,0,lastimar,0,0,metafora,3,sonrisa de hielo,0,hielo,frio,sin sentimientos,falsa,metafora,3,0,0,amargo,canado,viejo,sin ilusiones,metafora,3,0,0,0,sonria,fingida,0,metafora,3,la noche quedo atras,0,quedo,transformo,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,tarda en acabar,0,0,convencional,2,vendran tiempos mejores,0,vendran,mejores,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,levantado,0,0,metafora,3,nubes de leche,nubes,0,esponjoso,gordo,0,metafora,3,piel de papel,0,0,fragil,0,0,metafora,3,dientes de perlas,0,perla,blanco,brillantes,limpio,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,amarillo,dorado,0,metafora,3,mi dulce hermana,0,dulce,amable,0,0,metafora,3,mirada ardiente,0,ardiente,transmite sentimientos,0,0,metafora,3,corazones frios,0,0,sentimiento triste,0,0,metafora,3,sonrisa de hielo,0,hielo,blanca,0,0,metafora,3,0,0,amargo,trsite,0,0,metafora,3,0,0,0,tibia,0,0,metafora,3,la noche quedo atras,0,quedo,pasado,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,se siente lentoi,0,0,convencional,2,vendran tiempos mejores,0,vendran,dias,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,0,convencional,2
cabello de zacate,0,zacate,picudo,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,fragil,0,0,metafora,3,dientes de perlas,0,perla,blanco,limpio,0,metafora,3,piel de seda,0,seda,suave,delicada,0,metafora,3,flores de oro,0,oro,amarillo,0,0,metafora,3,mi dulce hermana,0,dulce,amable,linda,0,metafora,3,mirada ardiente,0,ardiente,malo,0,0,metafora,3,corazones frios,0,0,corazon,fragil,duro,metafora,3,sonrisa de hielo,0,hielo,bonita,0,0,metafora,3,0,0,amargo,asqueroso,0,0,metafora,3,0,0,0,linda,amable,0,metafora,3,la noche quedo atras,0,quedo,olvido,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lentitud,0,0,convencional,2,vendran tiempos mejores,0,vendran,bonito,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,pasa,0,convencional,2
cabello de zacate,0,zacate,corto,picudo,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,delicada,0,0,metafora,3,dientes de perlas,0,perla,blanco,reluciente,0,metafora,3,piel de seda,0,seda,sedosa,0,0,metafora,3,flores de oro,0,oro,amarillo,brillantes,0,metafora,3,mi dulce hermana,0,dulce,carinosa,0,0,metafora,3,mirada ardiente,0,ardiente,atractiva,0,0,metafora,3,corazones frios,0,0,serio,seco,0,metafora,3,sonrisa de hielo,0,hielo,fresco,0,0,metafora,3,0,0,amargo,enojado,0,0,metafora,3,0,0,0,serio,0,0,metafora,3,la noche quedo atras,0,quedo,pasado,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,no ocurre nada,0,0,convencional,2,vendran tiempos mejores,0,vendran,mejor,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,horas,rapido,0,convencional,2
cabello de zacate,0,zacate,desordenado,no se peina,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,blanco,hermoso,0,metafora,3,dientes de perlas,0,0,perfecto,brillantes,blanco,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,bonito,unico,valioso,metafora,3,mi dulce hermana,0,dulce,alegre,buena,tierna,metafora,3,mirada ardiente,0,ardiente,aterradora,0,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,sonrisa de hielo,0,hielo,no siente,0,0,metafora,3,0,0,amargo,trsite,enojado,0,metafora,3,0,0,0,sonrisa,sincera,0,metafora,3,la noche quedo atras,0,quedo,pasado,0,0,metafora,3,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,0,lento,tardan en pasar,0,0,convencional,2,vendran tiempos mejores,tiempo,0,excelente,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,rapido,pasan,convencional,2
cabello de zacate,0,zacate,picudo,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,fragil,0,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,valioso,lindo,0,metafora,3,mi dulce hermana,0,dulce,amable,0,0,metafora,3,mirada ardiente,0,ardiente,amenazadora,atractiva,0,metafora,3,corazones frios,0,0,malo,0,0,metafora,3,sonrisa de hielo,0,hielo,blanca,0,0,metafora,3,0,0,amargo,cafe,0,0,metafora,3,0,0,0,bonita,0,0,metafora,3,la noche quedo atras,0,quedo,pasado,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lento,0,0,tautologico,1,vendran tiempos mejores,0,vendran,momentos,mejor,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,segundos,pasan,rapido,convencional,2
