,que mi hermanito grita mucho,limpio,similarity,wmdistances,n_similarities,distance,1
245,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
246,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
247,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
248,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
249,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
250,que mi hermanito tiene una pelota de gritos,"['hermanito', 'pelota', 'gritos']",0.5754191,0.031013500219749666,0.65185654,0.8853971337278684,2
251,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
252,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
253,un hermanito chiquito es un bebe que llora por comida. leche o que le cambien el panal.,"['hermanito', 'chiquito', 'bebé', 'llora', 'comida', 'leche', 'cambien', 'pañal']",0.3678724,0.038788902122955216,0.6485841,0.8598754182457924,3
254,su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
255,los ninos pequenos gritan mucho *,"['niños', 'pequeños', 'gritan']",0.4161161,0.05283579870158471,0.6298965,0.7311493506034216,3
256,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
257,su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
258,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
259,que su hermano es gordito como una pelota y que su hermano grita mucho,"['hermano', 'gordito', 'pelota', 'hermano', 'grita']",0.42804328,0.037103347080560074,0.55092955,0.9321615293622016,3
260,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
261,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
262,que el grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
263,es que su hermanito es igual a una pelota que grita mucho,"['hermanito', 'pelota', 'grita']",0.7888405,0.015330262339668685,0.80453837,0.9203979596495628,3
264,porque grita mucho. pero te agrega pelota,"['grita', 'agrega', 'pelota']",0.68326074,0.030141926595352662,0.67401385,0.9247437417507172,2
265,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
266,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
267,que su hermano llora mucho *,"['hermano', 'llora']",0.27072164,0.0467760107619966,0.32829186,0.935484716668725,3
268,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
269,mi hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
270,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
271,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
272,qu tu hermano grita mucho*,"['qu', 'hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
273,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
274,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
275,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
276,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
277,que su hermano llora mucho *,"['hermano', 'llora']",0.27072164,0.0467760107619966,0.32829186,0.935484716668725,3
278,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
279,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
280,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
281,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
282,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
283,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
284,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
285,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
286,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
287,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
288,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
289,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
290,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
291,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
292,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
293,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
294,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
295,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
296,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
297,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
298,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
299,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
300,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
301,NS,['NS'],False,False,False,False,1
302,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
303,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
304,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
305,mi hermano tiene una pelota de gritos,"['hermano', 'pelota', 'gritos']",0.3056348,0.0459765322817474,0.4533493,0.9283965242405733,1
306,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
307,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
308,mi hermanito tiene una pelota de gritos,"['hermanito', 'pelota', 'gritos']",0.5754191,0.031013500219749666,0.65185654,0.8853971337278684,1
309,es una presion,['presion'],False,False,False,False,2
310,la pelota tiene gritos,"['pelota', 'gritos']",0.36312872,0.04466606836960803,0.49769545,0.8722425028681755,1
311,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
312,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
313,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
314,que su hermana es una pelota de gritos,"['hermana', 'pelota', 'gritos']",0.38684306,0.04608596033104454,0.58193195,0.8178269217411677,1
315,que su hermano grita mucho *,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
316,que su hermano grita mucho ,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
317,que su hermano es una pelota y que grita,"['hermano', 'pelota', 'grita']",0.51905614,0.030293300670260773,0.60425675,0.9633973501622677,2
318,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
319,porque grita cada rato,"['grita', 'rato']",0.70603997,0.03229101933081209,0.6714142,0.8547987341880798,3
320,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
321,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
322,que su hermano grita o llora mucho*,"['hermano', 'grita', 'llora']",0.51381445,0.03061853086563629,0.5685067,0.9300397994617621,3
323,qu su hermano grita mucho*,"['qu', 'hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
324,fer rovin,"['fer', 'rovin']",False,False,False,False,1
325,que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
326,que es gritona,['gritona'],0.32540452,0.04616129726975682,0.24782684,0.9303606376051903,3
327,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
328,que su hermano grita,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
329,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
330,que su hermano es una pelota y grita para que lo ayuden,"['hermano', 'pelota', 'grita', 'ayuden']",0.46984422,0.033960573971662515,0.62165046,0.9449702529236674,3
331,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,0
332,el nino siempre esta gritando,"['niño', 'gritando']",0.4006726,0.04628485538267511,0.6204053,0.7626143395900726,3
333,que esta gordito y grita mucho,"['gordito', 'grita']",0.69620055,0.031042735982137217,0.6558389,0.8245304971933365,3
334,que el hermanito grita todo el dia*,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
335,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
336,es decir. que grita el hermanitp y la pelota,"['grita', 'hermanitp', 'pelota']",0.68326074,0.030141926595352662,0.67401385,0.9247437417507172,2
337,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
338,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
339,porque es gordito y grita mucho*,"['gordito', 'grita']",0.69620055,0.031042735982137217,0.6558389,0.8245304971933365,3
340,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
341,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
342,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
343,que grita mucho todo el tiempo. es porque esta feliz,"['grita', 'feliz']",0.6702042,0.030170076119252334,0.6360364,0.9690786749124527,3
344,a mi me gusta jugar futbol con la pelota porque suena,"['gusta', 'jugar', 'futbol', 'pelota', 'suena']",0.38379225,0.05252968604082657,0.58044624,0.811669334769249,2
345,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
346,que cuando quiere algo grita o cuando juega grita mucho,"['grita', 'juega', 'grita']",0.75178146,0.031646527355810646,0.6174722,0.898125151793162,3
347,porque es muy griton. muy latoso.,"['gritón', 'latoso']",0.37946582,0.043528147099503936,0.5584624,0.7951254546642303,3
348,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
349,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
350,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
351,que como su hermanito grita mucho. tiene una pelota de gritos,"['hermanito', 'grita', 'pelota', 'gritos']",0.68156433,0.022515601205006015,0.78995156,0.8938353415578604,2
352,porque grita mucho y la pelota al rebotar suena,"['grita', 'pelota', 'rebotar', 'suena']",0.68326074,0.030141926595352662,0.67401385,0.9247437417507172,2
353,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
354,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
355,que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
356,chilla mucho cuando no tiene lo que quiere,['chilla'],0.4009888,0.04797249944392849,0.53725517,0.6683789491653442,3
357,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
358,que su hermanito es muy griton,"['hermanito', 'gritón']",0.62910444,0.030249173371832232,0.63075066,0.853499960154295,3
359,que siempre esta gritando,['gritando'],0.3733083,0.043518344551005665,0.5244153,0.7069355249404907,3
360,que tiene muchos granos ***,['granos'],False,False,False,False,1
361,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
362,que grita mucho y es muy travieso,"['grita', 'travieso']",0.6666297,0.03185006235447628,0.6265745,0.8440295904874802,3
363,que hace mucho berrinche o emocion,"['berrinche', 'emoción']",0.23733273,0.04708306777006356,0.32395297,0.8982070125639439,3
364,mi hermano grita mucho o simplemente llora mucho*,"['hermano', 'grita', 'simplemente', 'llora']",0.45719945,0.03362453830229509,0.60891455,0.9170732283964753,3
365,que su hermano esta gordito y grita mucho,"['hermano', 'gordito', 'grita']",0.52768266,0.031195049486362536,0.597332,0.8965885204573473,3
366,al decir pelota puede que sea que brinca mucho y grita,"['pelota', 'brinca', 'grita']",0.58171093,0.02906759957703644,0.7043188,0.8815820415814718,1
367,porque no le gusta que rebote la pelota,"['gusta', 'rebote', 'pelota']",0.38379225,0.05252968604082657,0.58044624,0.811669334769249,1
368,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
369,que llora de todo porque es muy pequeno,"['llora', 'pequeño']",0.3609355,0.04372640873207937,0.4469267,0.8777149245142937,3
370,mi hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
371,porque reganan mucho los hemanos,"['regañan', 'hermanos']",0.29176936,0.04448036693437277,0.39523876,0.8984767608344555,3
372,su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
373,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
374,es porque siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
375,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
376,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
377,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
378,su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
379,que su hermanito tiene guardado muchos gritos,"['hermanito', 'guardado', 'gritos']",0.56089306,0.030168814118163762,0.6519906,0.8950186359385649,3
380,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
381,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
382,que su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
383,que mi hermano es muy escandaloso,"['hermano', 'escandaloso']",0.2034589,0.046691370068013986,0.2716431,0.9741607513278723,3
384,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
385,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
386,puedes decir que su hermanito es algo gordito y grita mucho,"['puedes', 'hermanito', 'gordito', 'grita']",0.7122449,0.02265719211343268,0.7950882,0.8569480385631323,3
387,que su hermano a cada rato grita,"['hermano', 'rato', 'grita']",0.5342423,0.03119761887405531,0.63090134,0.9167673451205095,3
388,que grita mucho y llora,"['grita', 'llora']",0.6753982,0.030541419526430143,0.6082816,0.8747074156999588,3
389,quiere decir que el hermano grita constantemente,"['hermano', 'grita', 'constantemente']",0.5495599,0.029863778146352916,0.6818073,0.9025396071374416,3
390,que mi hermano menor grita todo el tiempo,"['hermano', 'menor', 'grita']",0.5282437,0.030340494901296762,0.59977597,0.9051749569674333,3
391,que mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
392,que su hermanito es el que grita mas en su casa,"['hermanito', 'grita', 'casa']",0.76515985,0.014999441251936512,0.80114126,0.8937916631499926,3
393,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
394,que mi hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
395,porque no para de gritar,['gritar'],0.4281937,0.05028127880004235,0.511367,0.7666374444961548,3
396,que grita sin parar con una pelota,"['grita', 'parar', 'pelota']",0.5125781,0.03127687175228052,0.5832647,0.9464223186175028,2
397,que los ninos chiquitos hacen mucho berrinche,"['niños', 'chiquitos', 'berrinche']",0.3417282,0.04974407439251748,0.57183826,0.8346948772668839,3
398,que su hermano es muy griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
399,que su hermanito grita demasiado,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
400,mi hermanito es muy griton,"['hermanito', 'gritón']",0.62910444,0.030249173371832232,0.63075066,0.853499960154295,3
401,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
402,mi hermanito es de berrinches,"['hermanito', 'berrinches']",0.6032044,0.03233890024011947,0.55162436,0.9419359499588609,3
403,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
404,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
405,mi hermano brinca mucho y llora de a gritos,"['hermano', 'brinca', 'llora', 'gritos']",0.31994763,0.04517716324902871,0.5280012,0.870093890465796,3
406,que grita mucho*,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
407,es como si su pelota hace mucho ruido por eso dice. es una pelota de gritos,"['pelota', 'ruido', 'pelota', 'gritos']",0.33369455,0.04542807652858982,0.48993617,0.9128835001029074,2
408,porque mi hermanito es gordo de muchos gritos,"['hermanito', 'gordo', 'gritos']",0.50014985,0.03134348966134456,0.5895643,0.9171177931129932,3
409,que su hermano siempre esta gritando y saltando,"['hermano', 'gritando', 'saltando']",0.31438157,0.0489999875680463,0.58269733,0.8266776464879513,3
410,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
411,quiere decir que su hermanito grita mucho en casa,"['hermanito', 'grita', 'casa']",0.76515985,0.014999441251936512,0.80114126,0.8937916631499926,3
412,que a su hermano le gustan los gritos,"['hermano', 'gustan', 'gritos']",0.3007779,0.04606132357945753,0.4267524,0.9031472466886044,2
413,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
414,que el hermano es ruidoso,"['hermano', 'ruidoso']",0.23908594,0.04617700343547802,0.27336535,0.9467223305255175,3
415,que es una persona que no para de gritar,"['persona', 'gritar']",0.40823638,0.04787585179461988,0.5918713,0.7634309679269791,3
416,que su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
417,su hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
418,su hermano es griton*,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
419,que su hermanito cuando llora. grita,"['hermanito', 'llora', 'grita']",0.7835988,0.016817634944048948,0.7636749,0.8870404089490572,3
420,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
421,creo que quiere decir que mi hermano grita mucho pero la parte de la pelota no la entiendo,"['hermano', 'grita', 'pelota', 'entiendo']",0.46204615,0.03419548064047971,0.61502165,0.9481716798618436,2
422,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
423,el hermano siempre esta gritando como una pelota que siempre rebota,"['hermano', 'gritando', 'pelota', 'rebota']",0.311389,0.045149578559287404,0.5751339,0.9172203624621034,3
424,porque mi hermanito es muy latoso,"['hermanito', 'latoso']",0.7503614,0.030887712232651448,0.71205497,0.8533318899571896,2
425,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
426,mi hermano grita mucho*,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
427,que no para de llorar ni  quejarse y llorar y a cada rato esta gritando,"['llorar', 'quejarse', 'llorar', 'rato', 'gritando']",0.36059192,0.047979955261669836,0.57870805,0.801716548204422,3
428,por que hace mucho ruido,['ruido'],0.24199931,0.04725391512524732,0.23722401,0.9767114762216806,3
429,"que es un hermano que grita mucho, mas de lo normal :v","['hermano', 'grita', 'normal']",0.5113865,0.03126689689036167,0.5871836,0.9113833270967007,3
430,que es una persona gritona,"['persona', 'gritona']",0.3568418,0.04555952701936574,0.49405435,0.8452925644814968,3
431,porque el nino grita mucho,"['niño', 'grita']",0.71401846,0.032746557118998196,0.67964834,0.8687215596437454,3
432,es muy griton,['gritón'],0.25820884,0.04433506860914729,0.357207,0.7952935248613358,3
433,que grita todo el tiempo,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
434,que su hermano es un griton,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
435,porque su hermanito sube demasiado la voz,"['hermanito', 'sube', 'voz']",0.59259135,0.03051531856831295,0.6775881,0.8562532787521681,3
436,se refiere a que el hermano grita y el poeta ve a mundo como pelotas,"['refiere', 'hermano', 'grita', 'poeta', 've', 'mundo', 'pelotas']",0.40593004,0.03959394563277971,0.6439608,0.8796659974115235,3
437,porque talves su hermano grita mucho,"['talves', 'hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
438,por el grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
439,que no se esta en silencio jajajajaja,"['silencio', 'jajajajaja']",0.28755477,0.04710986475653199,0.36478353,0.8684040606021881,3
440,que su hermano puede gritar por que no tiene una pelota de pelos,"['hermano', 'gritar', 'pelota', 'pelos']",0.36200646,0.04590122772975534,0.57068765,0.8647339912131429,3
441,como esta pequeno da lata,"['pequeño', 'lata']",0.3493495,0.044287058093438116,0.4171305,0.9180492870509624,3
442,que es bien yoron,['llorón'],0.2407535,0.044208082906741296,0.22761625,0.9281101450324059,3
443,cuando al hermano no le compran nada se pone gritar,"['hermano', 'compran', 'pone', 'gritar']",0.3286716,0.04524769906201769,0.5282761,0.8909064931795001,3
444,que su hermano es una pelota que grita,"['hermano', 'pelota', 'grita']",0.51905614,0.030293300670260773,0.60425675,0.9633973501622677,3
445,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
446,que abla mucho o grita,"['habla', 'grita']",0.69399494,0.02989620230378855,0.66067064,0.8873965069651604,3
447,que la nina se la pasa llorando o asiendo berrinche :v,"['niña', 'pasa', 'llorando', 'haciendo', 'berrinche']",0.31990427,0.04376671446243611,0.56887174,0.845628060400486,3
448,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
449,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
450,de que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
451,por que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
452,por que no habla en voz baja,"['voz', 'baja']",0.40887526,0.04324343866692192,0.56864583,0.8566101677715778,3
453,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
454,mi hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
455,es gordito y grita mucho,"['gordito', 'grita']",0.69620055,0.031042735982137217,0.6558389,0.8245304971933365,3
456,por que el el hermano es u nino pequeno,"['hermano', 'niño', 'pequeño']",0.32991952,0.04760266163006812,0.47175202,0.9280542346338431,3
457,que hay muchos gritos,['gritos'],0.35973597,0.04534246879940806,0.39712816,0.814147487282753,3
458,que exagera al hacer berrinche,"['exagera', 'berrinche']",0.3092594,0.04480338782501244,0.4389023,0.8436766229569912,3
459,nolo se xd,"['nolo', 'xd']",False,False,False,False,1
460,que llora mucho :v,['llora'],0.35079637,0.045380870698831094,0.3590144,0.8302648663520813,3
461,grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
462,por que es dibertido,['divertido'],0.22919723,0.045695584482776656,0.2510714,0.9098307639360428,3
463,que cada q lo tocan hace un grito,"['tocan', 'grito']",False,False,False,False,2
464,que su hermanito tiene muchas energias para gritar,"['hermanito', 'energías', 'gritar']",0.58384055,0.030712027069180328,0.6985847,0.7933706467350324,3
465,que mi hermanito no para de gritar,"['hermanito', 'gritar']",0.71409684,0.03297914049515667,0.688523,0.8391719199717045,3
466,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
467,que su hermano es alguien que grita mucho,"['hermano', 'alguien', 'grita']",0.50374174,0.030941613448392274,0.5576285,0.9509239854911963,3
468,q cuando le pegan el se pone a gritar,"['pegan', 'pone', 'gritar']",0.371625,0.044862276569080685,0.6011555,0.7964795629183451,2
469,porque se la pasa gritando el pensativo ajajjajaj,"['pasa', 'gritando', 'pensativo', 'ajajjajaj']",0.3386849,0.044770748600252604,0.5433742,0.7622574269771576,2
470,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,2
471,mi hermano etsa muy gordo y se la pasa gritando.,"['hermano', 'etsa', 'gordo', 'pasa', 'gritando']",0.2521826,0.04625860260921723,0.46553016,0.8976797293871641,1
472,si porque frita mucho,['frita'],False,False,False,False,1
473,que enpieza a gritar,"['enpieza', 'gritar']",0.4281937,0.05028127880004235,0.511367,0.7666374444961548,1
474,por que chilla mucho,['chilla'],0.4009888,0.04797249944392849,0.53725517,0.6683789491653442,1
475,no,[],False,False,False,False,1
476,que mi hermano en redondo y grita mucho,"['hermano', 'redondo', 'grita']",0.47715887,0.03055019773683277,0.56483823,0.9247798038025697,1
477,porque los hermanos lloran mucho,"['hermanos', 'lloran']",0.38216037,0.04266790211082834,0.47284687,0.9060246087610722,1
478,no,[],False,False,False,False,1
479,qu su hermano se la pasa gritando osea es un desastroso,"['qu', 'hermano', 'pasa', 'gritando', 'osea', 'desastroso']",0.30615723,0.04537323188120133,0.5242631,0.8454330349341035,3
480,explica que el hermano grita mucho e inquieto,"['explica', 'hermano', 'grita', 'inquieto']",0.44577596,0.03394448085769525,0.5885204,0.8858274267986417,3
