,que mi hermanito grita mucho,Preprocesado,2dim,5dim,10dim,20dim,50dim,eval_og
242,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
243,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
244,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
245,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
246,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
247,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
248,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
249,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
250,que mi hermanito tiene una pelota de gritos,"['hermanito', 'pelota', 'gritos']",0.99260384,0.38317615,0.43624705,0.41112018,0.40943938,2
251,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
252,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
253,un hermanito chiquito es un bebe que llora por comida. leche o que le cambien el panal.,"['hermanito', 'chiquito', 'bebe', 'llora']",0.94227695,0.725598,0.49156445,0.44598624,0.3819968,3
254,su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
255,los ninos pequenos gritan mucho *,"['ninos', 'pequenos', 'gritan']",-0.47538817,-0.17646095,-0.010092862,0.0008094704,-0.00055199116,3
256,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
257,su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
258,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
259,que su hermano es gordito como una pelota y que su hermano grita mucho,"['hermano', 'gordito', 'pelota', 'hermano', 'grita']",0.4161646,0.298557,0.29411408,0.26932937,0.2682902,3
260,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
261,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
262,que el grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
263,es que su hermanito es igual a una pelota que grita mucho,"['hermanito', 'pelota', 'grita']",0.9990771,0.8377172,0.8330569,0.82007116,0.818916,3
264,porque grita mucho. pero te agrega pelota,"['grita', 'pelota']",0.9899199,0.63628876,0.5087837,0.5054569,0.5035176,2
265,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
266,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
267,que su hermano llora mucho *,"['hermano', 'llora']",0.0041358173,-0.024165545,-0.0066902637,-0.00045900792,-0.0001032576,3
268,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
269,mi hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
270,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
271,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
272,qu tu hermano grita mucho*,"['qu', 'hermano', 'grita']",0.6621336,0.50842416,0.49985832,0.49891382,0.45198262,3
273,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
274,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
275,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
276,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
277,que su hermano llora mucho *,"['hermano', 'llora']",0.0041358173,-0.024165545,-0.0066902637,-0.00045900792,-0.0001032576,3
278,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
279,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
280,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
281,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
282,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
283,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
284,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
285,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
286,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
287,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
288,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
289,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
290,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
291,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
292,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
293,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
294,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
295,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
296,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
297,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
298,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
299,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
300,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
301,NS,['NS'],0.0,0.0,0.0,0.0,0.0,1
302,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
303,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
304,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
305,mi hermano tiene una pelota de gritos,"['hermano', 'pelota', 'gritos']",-0.0074849427,-0.011129171,0.0128892455,0.0025548805,0.0011257008,1
306,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
307,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
308,mi hermanito tiene una pelota de gritos,"['hermanito', 'pelota', 'gritos']",0.99260384,0.38317615,0.43624705,0.41112018,0.40943938,1
309,es una presion,[],0.0,0.0,0.0,0.0,0.0,2
310,la pelota tiene gritos,"['pelota', 'gritos']",0.40505975,0.04858302,0.01812303,0.003198184,0.0014098287,1
311,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
312,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
313,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
314,que su hermana es una pelota de gritos,"['hermana', 'pelota', 'gritos']",0.5098972,0.050989818,0.016939051,-0.0017378703,0.0007176325,1
315,que su hermano grita mucho *,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
316,que su hermano grita mucho ,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
317,que su hermano es una pelota y que grita,"['hermano', 'pelota', 'grita']",0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,2
318,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
319,porque grita cada rato,"['grita', 'rato']",0.9952711,0.8226125,0.7058833,0.64399064,0.5081346,3
320,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
321,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
322,que su hermano grita o llora mucho*,"['hermano', 'grita', 'llora']",0.6778558,0.5370535,0.40754598,0.40928763,0.40896627,3
323,qu su hermano grita mucho*,"['qu', 'hermano', 'grita']",0.6621336,0.50842416,0.49985832,0.49891382,0.45198262,3
324,fer rovin,[],0.0,0.0,0.0,0.0,0.0,1
325,que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
326,que es gritona,['gritona'],-0.4625459,-0.2740041,-0.019511063,-0.015808148,-0.0009048162,3
327,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
328,que su hermano grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
329,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
330,que su hermano es una pelota y grita para que lo ayuden,"['hermano', 'pelota', 'grita']",0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
331,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,0
332,el nino siempre esta gritando,"['nino', 'gritando']",-0.227334,0.25926232,-0.006738182,-0.0002966039,-0.00016999617,3
333,que esta gordito y grita mucho,"['gordito', 'grita']",0.99516606,0.84843904,0.7038979,0.5025464,0.5018801,3
334,que el hermanito grita todo el dia*,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
335,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
336,es decir. que grita el hermanitp y la pelota,"['grita', 'pelota']",0.9899199,0.63628876,0.5087837,0.5054569,0.5035176,2
337,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
338,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
339,porque es gordito y grita mucho*,"['gordito', 'grita']",0.99516606,0.84843904,0.7038979,0.5025464,0.5018801,3
340,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
341,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
342,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
343,que grita mucho todo el tiempo. es porque esta feliz,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
344,a mi me gusta jugar futbol con la pelota porque suena,"['gusta', 'jugar', 'pelota', 'suena']",0.5149928,0.034460563,-0.02059824,-0.008002646,-0.0011549257,2
345,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
346,que cuando quiere algo grita o cuando juega grita mucho,"['grita', 'juega', 'grita']",0.9955404,0.8180228,0.70508695,0.7020444,0.64668775,3
347,porque es muy griton. muy latoso.,"['griton', 'latoso']",-0.5148884,0.18331827,0.012331963,0.009298831,0.0006131828,3
348,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
349,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
350,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
351,que como su hermanito grita mucho. tiene una pelota de gritos,"['hermanito', 'grita', 'pelota', 'gritos']",0.9982555,0.7416452,0.7457694,0.7110681,0.70902103,2
352,porque grita mucho y la pelota al rebotar suena,"['grita', 'pelota', 'rebotar', 'suena']",0.9902966,0.6177621,0.4879873,0.48134622,0.43891615,2
353,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
354,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
355,que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
356,chilla mucho cuando no tiene lo que quiere,['chilla'],0.46122682,0.037388176,0.15310349,-0.0016600164,7.445924e-07,3
357,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
358,que su hermanito es muy griton,"['hermanito', 'griton']",0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
359,que siempre esta gritando,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
360,que tiene muchos granos ***,[],0.0,0.0,0.0,0.0,0.0,1
361,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
362,que grita mucho y es muy travieso,"['grita', 'travieso']",0.994612,0.8160816,0.7102293,0.704049,0.5010719,3
363,que hace mucho berrinche o emocion,['berrinche'],0.9140786,0.4489746,0.04583741,0.01198182,-5.620392e-05,3
364,mi hermano grita mucho o simplemente llora mucho*,"['hermano', 'grita', 'simplemente', 'llora']",0.67555195,0.5397084,0.4066634,0.40746343,0.40449145,3
365,que su hermano esta gordito y grita mucho,"['hermano', 'gordito', 'grita']",0.6695147,0.53677595,0.5090457,0.40996924,0.40943435,3
366,al decir pelota puede que sea que brinca mucho y grita,"['pelota', 'brinca', 'grita']",0.9896648,0.6304668,0.50348043,0.5011851,0.49847376,1
367,porque no le gusta que rebote la pelota,"['gusta', 'pelota']",0.47919723,0.03767071,-0.015327595,-0.0037121847,-0.00015319884,1
368,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
369,que llora de todo porque es muy pequeno,"['llora', 'pequeno']",0.9581165,0.8983821,0.009973023,0.00045120716,0.00036870688,3
370,mi hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
371,porque reganan mucho los hemanos,['hemanos'],-0.61370903,-0.09270778,0.008171887,0.0063482546,0.001932973,3
372,su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
373,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
374,es porque siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
375,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
376,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
377,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
378,su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
379,que su hermanito tiene guardado muchos gritos,"['hermanito', 'gritos']",0.91220653,0.60657537,0.6293448,0.5035955,0.50190413,3
380,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
381,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
382,que su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
383,que mi hermano es muy escandaloso,"['hermano', 'escandaloso']",-0.04945445,-0.089362964,-0.004715074,-0.004454553,-9.3722716e-05,3
384,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
385,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
386,puedes decir que su hermanito es algo gordito y grita mucho,"['hermanito', 'gordito', 'grita']",0.99999344,0.9993205,0.9965866,0.818744,0.818235,3
387,que su hermano a cada rato grita,"['hermano', 'rato', 'grita']",0.6666465,0.51533705,0.5011588,0.47813365,0.41300437,3
388,que grita mucho y llora,"['grita', 'llora']",0.99488807,0.83772904,0.5005956,0.50180143,0.50112516,3
389,quiere decir que el hermano grita constantemente,"['hermano', 'grita', 'constantemente']",0.6625875,0.508497,0.5002865,0.4979454,0.49649978,3
390,que mi hermano menor grita todo el tiempo,"['hermano', 'menor', 'grita']",0.66407895,0.5066729,0.5000041,0.49947488,0.40897202,3
391,que mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
392,que su hermanito es el que grita mas en su casa,"['hermanito', 'grita', 'casa']",0.99998736,0.9999039,0.99980927,0.9996997,0.998611,3
393,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
394,que mi hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
395,porque no para de gritar,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,3
396,que grita sin parar con una pelota,"['grita', 'parar', 'pelota']",0.9900814,0.63606054,0.5034852,0.49969065,0.4472569,2
397,que los ninos chiquitos hacen mucho berrinche,"['ninos', 'berrinche']",-0.2288703,0.057972487,0.0009795446,0.0069432883,-0.00072171306,3
398,que su hermano es muy griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
399,que su hermanito grita demasiado,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
400,mi hermanito es muy griton,"['hermanito', 'griton']",0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
401,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
402,mi hermanito es de berrinches,"['hermanito', 'berrinches']",0.8825351,0.6904768,0.70163614,0.69566035,0.67019546,3
403,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
404,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
405,mi hermano brinca mucho y llora de a gritos,"['hermano', 'brinca', 'llora', 'gritos']",0.004226148,0.0009814026,0.013869144,-0.00054038316,-0.0012324974,3
406,que grita mucho*,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
407,es como si su pelota hace mucho ruido por eso dice. es una pelota de gritos,"['pelota', 'ruido', 'pelota', 'gritos']",0.46190074,0.04812381,0.008192234,0.0032529905,0.0014728904,2
408,porque mi hermanito es gordo de muchos gritos,"['hermanito', 'gordo', 'gritos']",0.93059784,0.6095626,0.6339054,0.41896245,0.41085052,3
409,que su hermano siempre esta gritando y saltando,"['hermano', 'gritando']",-0.08828074,0.0218627,-0.0034275018,-0.00031972304,-0.0004497692,3
410,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
411,quiere decir que su hermanito grita mucho en casa,"['hermanito', 'grita', 'casa']",0.99998736,0.9999039,0.99980927,0.9996997,0.998611,3
412,que a su hermano le gustan los gritos,"['hermano', 'gustan', 'gritos']",-0.043441027,-0.05620326,0.027511181,0.00047305226,-0.0005962141,2
413,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
414,que el hermano es ruidoso,"['hermano', 'ruidoso']",-0.04174477,-0.07999456,0.006298203,0.0023999196,0.0003196951,3
415,que es una persona que no para de gritar,"['persona', 'gritar']",-0.031501412,0.104884505,-0.0030393489,0.0027103126,0.0008463543,3
416,que su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
417,su hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
418,su hermano es griton*,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
419,que su hermanito cuando llora. grita,"['hermanito', 'llora', 'grita']",0.9999663,0.9998965,0.8195754,0.8176248,0.81710565,3
420,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
421,creo que quiere decir que mi hermano grita mucho pero la parte de la pelota no la entiendo,"['hermano', 'grita', 'pelota', 'entiendo']",0.659259,0.44530115,0.4070737,0.40436304,0.39953715,2
422,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
423,el hermano siempre esta gritando como una pelota que siempre rebota,"['hermano', 'gritando', 'pelota', 'rebota']",-0.05507326,0.04295144,-0.009614421,0.0011681998,0.00020604394,3
424,porque mi hermanito es muy latoso,"['hermanito', 'latoso']",0.8783062,0.68855613,0.70511484,0.70444584,0.49943376,2
425,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
426,mi hermano grita mucho*,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
427,que no para de llorar ni  quejarse y llorar y a cada rato esta gritando,"['llorar', 'llorar', 'rato', 'gritando']",-0.45624477,0.16904427,0.01548231,0.0012773834,0.00025170483,3
428,por que hace mucho ruido,['ruido'],0.48542637,0.13850747,0.08289279,0.001031524,0.0004960154,3
429,"que es un hermano que grita mucho, mas de lo normal :v","['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
430,que es una persona gritona,"['persona', 'gritona']",0.4364624,-0.07514648,-0.0102766175,-0.0020837425,-0.0005739769,3
431,porque el nino grita mucho,"['nino', 'grita']",0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
432,es muy griton,['griton'],-0.5156076,0.17928916,0.0038363338,0.0002259016,0.00012883544,3
433,que grita todo el tiempo,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
434,que su hermano es un griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
435,porque su hermanito sube demasiado la voz,"['hermanito', 'voz']",0.8724249,0.69281554,0.70721173,0.704022,0.69761646,3
436,se refiere a que el hermano grita y el poeta ve a mundo como pelotas,"['refiere', 'hermano', 'grita', 'pelotas']",0.66433346,0.5205157,0.513062,0.39728525,0.35736564,3
437,porque talves su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
438,por el grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
439,que no se esta en silencio jajajajaja,[],0.0,0.0,0.0,0.0,0.0,3
440,que su hermano puede gritar por que no tiene una pelota de pelos,"['hermano', 'gritar', 'pelota', 'pelos']",-0.029747367,-0.031200256,-0.00888763,-0.00023129955,-0.0028148778,3
441,como esta pequeno da lata,"['pequeno', 'lata']",0.9359093,0.69918305,0.16480622,-0.00036058202,-0.0010633515,3
442,que es bien yoron,[],0.0,0.0,0.0,0.0,0.0,3
443,cuando al hermano no le compran nada se pone gritar,"['hermano', 'pone', 'gritar']",-0.059550643,-0.07610418,-0.0013869572,-0.00076722726,0.00019369647,3
444,que su hermano es una pelota que grita,"['hermano', 'pelota', 'grita']",0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
445,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
446,que abla mucho o grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
447,que la nina se la pasa llorando o asiendo berrinche :v,"['pasa', 'llorando', 'berrinche']",-0.4930149,0.1723801,0.002485305,0.0020773755,0.00050724484,3
448,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
449,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
450,de que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
451,por que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
452,por que no habla en voz baja,['voz'],0.8686036,0.7355459,0.31644994,0.11170106,0.053699024,3
453,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
454,mi hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
455,es gordito y grita mucho,"['gordito', 'grita']",0.99516606,0.84843904,0.7038979,0.5025464,0.5018801,3
456,por que el el hermano es u nino pequeno,"['hermano', 'nino', 'pequeno']",0.001358211,0.042687286,0.0062890276,0.0006214911,0.0005437555,3
457,que hay muchos gritos,['gritos'],-0.04560846,0.06525315,0.07751672,0.0021490604,0.00087994337,3
458,que exagera al hacer berrinche,['berrinche'],0.9140786,0.4489746,0.04583741,0.01198182,-5.620392e-05,3
459,nolo se xd,[],0.0,0.0,0.0,0.0,0.0,1
460,que llora mucho :v,['llora'],0.97476524,0.941955,-0.0073089525,-0.00056780875,-0.00010532141,3
461,grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
462,por que es dibertido,[],0.0,0.0,0.0,0.0,0.0,3
463,que cada q lo tocan hace un grito,['grito'],-0.47494823,-0.50581026,-0.0475038,-0.00072923675,-0.00047237455,2
464,que su hermanito tiene muchas energias para gritar,"['hermanito', 'gritar']",0.93054724,0.66649246,0.50945675,0.508703,0.5030255,3
465,que mi hermanito no para de gritar,"['hermanito', 'gritar']",0.93054724,0.66649246,0.50945675,0.508703,0.5030255,3
466,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
467,que su hermano es alguien que grita mucho,"['hermano', 'alguien', 'grita']",0.6621028,0.50955135,0.49516097,0.48458773,0.41586703,3
468,q cuando le pegan el se pone a gritar,"['pone', 'gritar']",-0.477089,0.042162046,0.0001713708,-0.0009950139,0.00030203536,2
469,porque se la pasa gritando el pensativo ajajjajaj,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,2
470,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,2
471,mi hermano etsa muy gordo y se la pasa gritando.,"['hermano', 'gordo', 'pasa', 'gritando']",-0.09988609,0.07741828,0.009283695,0.0013697445,0.00020996109,1
472,si porque frita mucho,[],0.0,0.0,0.0,0.0,0.0,1
473,que enpieza a gritar,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,1
474,por que chilla mucho,['chilla'],0.46122682,0.037388176,0.15310349,-0.0016600164,7.445924e-07,1
475,no,[],0.0,0.0,0.0,0.0,0.0,1
476,que mi hermano en redondo y grita mucho,"['hermano', 'redondo', 'grita']",0.6645656,0.5137783,0.50710964,0.50474167,0.5022047,1
477,porque los hermanos lloran mucho,"['hermanos', 'lloran']",-0.45565844,-0.0864361,-0.04405912,-0.017742828,-0.00014477037,1
478,no,[],0.0,0.0,0.0,0.0,0.0,1
