,Explica pelota de gritos,a_num_topics_2,a_num_topics_5,a_num_topics_10,a_num_topics_20,a_num_topics_50,a_num_topics_100,a_num_topics_150,a_num_topics_200,a_puntaje,Explica pelota de pelos,b_num_topics_2,b_num_topics_5,b_num_topics_10,b_num_topics_20,b_num_topics_50,b_num_topics_100,b_num_topics_150,b_num_topics_200,b_puntaje,Explica pelota de plata,c_num_topics_2,c_num_topics_5,c_num_topics_10,c_num_topics_20,c_num_topics_50,c_num_topics_100,c_num_topics_150,c_num_topics_200,c_puntaje
132,quiere decir que su hermano grita mucho,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque tienen muchos pelos algunos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,es una luna debido a que los colores son parecidos a la plata y es lo contrario al sol que fue mi respuesta en pelota de fuego,0.7816638350486755,0.3780133128166199,0.29225173592567444,0.27026987075805664,0.2183259129524231,0.2182178497314453,0.2182178497314453,0.2182178497314453,3
133,que grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,ns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,que es de plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
134,que mi hermano tiene mucha energía,0.9160207509994507,0.02600145898759365,0.11600258946418762,0.006419955752789974,0.002717038616538048,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,3,porque son gorditos que parecen una pelota,0.6495628356933594,-0.0029796063899993896,-0.008419618010520935,0.014315411448478699,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,es la luna porque su color es brillante y puede tener una forma de pelota,0.9661796689033508,0.7490618228912354,0.7169482111930847,0.5398772358894348,0.5163276195526123,0.5163977742195129,0.5163977742195129,0.5163977742195129,3
135,que es muy pequeño y grita,0.9998506903648376,0.998675525188446,0.9847836494445801,0.812847912311554,0.7182074785232544,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque sueltan mucha pelusa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,porque la luna es así,0.9996311068534851,0.6889462471008301,0.6810797452926636,0.6122729778289795,0.5772980451583862,0.5773503184318542,0.5773503184318542,0.5773503184318542,3
136,que es pequeño y que grita mucho,0.9998506903648376,0.998675525188446,0.9847836494445801,0.812847912311554,0.7182074785232544,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque se ven chulos,0.9999836087226868,0.2958630323410034,0.28022170066833496,0.2533493638038635,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,3,porque tiene cabello de plata,0.9982090592384338,0.36976158618927,-0.002477843314409256,0.006528082303702831,1.1101830750703812e-05,2.3283064365386963e-08,2.3283064365386963e-08,2.3283064365386963e-08,3
137,que es muy gritona,0.7346826195716858,-0.26356935501098633,-0.06560997664928436,-0.008425656706094742,0.00727907195687294,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,3,porque tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,porque el aluminio tiene un tono plateado y brilla con el sol,0.9403989315032959,0.45678043365478516,0.20128750801086426,0.3167417049407959,0.2890879511833191,0.28867512941360474,0.28867512941360474,0.28867512941360474,1
138,no para de gritar,0.7154855728149414,-0.006666988134384155,-0.020141273736953735,0.00319092720746994,-0.0018167942762374878,0.0,0.0,0.0,3,porque tiene muchos pelos y es gordo,-0.018986135721206665,0.010920776054263115,0.024085253477096558,0.0034315921366214752,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,es una metáfora del color,0.9786537885665894,0.7677448987960815,0.7478330135345459,0.6747784614562988,0.4082978367805481,0.40824830532073975,0.40824830532073975,0.40824830532073975,3
139,que grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,por que es la realidad no hay forma de que sea otra cosa,0.23216506838798523,-0.08008379489183426,-0.09771385043859482,-0.018910303711891174,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1,que como es plata parece moneda o suena como una moneda,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
140,que mi hermano grita mucho,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque tiene pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,pelota de plata,0.9932894706726074,-0.02109653130173683,0.003006430808454752,-0.0019496530294418335,3.314577043056488e-05,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
141,pues que al parecer su hermano grita mucho pero no entiende la metáfora de pelota,0.9483276605606079,0.6775155663490295,0.5853253602981567,0.5818628072738647,0.5120587348937988,0.4999999701976776,0.4999999701976776,0.4999999701976776,3,ya que es una persona que cae bien,0.7103720903396606,0.07236963510513306,0.09775963425636292,0.030842527747154236,0.0,0.0,0.0,0.0,1,es la luna por que así la llaman,0.9996311068534851,0.6889462471008301,0.6810797452926636,0.6122729778289795,0.5772980451583862,0.5773503184318542,0.5773503184318542,0.5773503184318542,3
142,que su hermano grita mucho,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque es una bola y tiene pelos,-0.0023182108998298645,0.013112880289554596,0.05572011321783066,0.005662788636982441,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,3,porque los abuelos tienen canas y son como plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
143,se refiere a que es una persona que grita,0.997550368309021,0.9944437742233276,0.6359267830848694,0.607271671295166,0.5822265148162842,0.5773501992225647,0.5773501992225647,0.5773501992225647,3,por que un perrito parece una bola de pelos,-0.0023182108998298645,0.013112880289554596,0.05572011321783066,0.005662788636982441,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,2,de buena suerte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
144,que su hermano hace mucho escándalo,0.913333535194397,0.01931077614426613,0.12747782468795776,0.02159258723258972,0.0004125237464904785,0.0,0.0,0.0,3,por que tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,porque la luna brilla como la plata y es precisamente una pelota,0.7605560421943665,0.3169366121292114,0.3357663154602051,0.30474698543548584,0.2887113690376282,0.28867512941360474,0.28867512941360474,0.28867512941360474,3
145,que hecha mucho relajo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,porque tiene demasiado pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,cuando la luna sale parece reflejar como si fuera plata,0.719724178314209,0.48146140575408936,0.47775474190711975,0.42591580748558044,0.40831178426742554,0.40824824571609497,0.40824824571609497,0.40824824571609497,3
146,porque su esta loco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,por que los perros son muy peludos,0.975009560585022,0.0318480022251606,0.05608011409640312,0.0020929090678691864,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,por que la luna es blanca y la plata también,0.7069953680038452,0.4372665286064148,0.41823455691337585,0.3534267842769623,0.3335457742214203,0.333333283662796,0.333333283662796,0.333333283662796,3
147,que grita demasiado,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque es sentido figurado así es como habla el poema,0.8753114342689514,-0.050588130950927734,-0.05619487166404724,0.0026812516152858734,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,pelota de hierro,0.972550630569458,-0.06921359896659851,0.01822364330291748,0.00719832070171833,2.4003908038139343e-05,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1
148,es que su hermano es muy hiperactivo,0.9160207509994507,0.02600145898759365,0.11600258946418762,0.006419955752789974,0.002717038616538048,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,2,andan de un lado a otro y son peludos,0.9999759793281555,-0.005614705383777618,-0.00917336717247963,-0.001264810562133789,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,de que vale mucho,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896,3
149,que el hermano se la pasa gritando,0.8826742768287659,0.5643212795257568,0.27003103494644165,0.005761386826634407,0.0010535260662436485,2.0489096641540527e-08,2.0489096641540527e-08,2.0489096641540527e-08,3,tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,2,que es de menor valor que la de fuego menos importancia quizás,0.986752450466156,0.04738357663154602,0.03825172036886215,0.00143355131149292,0.0015155039727687836,1.3969838619232178e-09,1.3969838619232178e-09,1.3969838619232178e-09,1
150,que hace mucho escándalo,0.7140645384788513,-0.2906690537929535,0.4238043427467346,0.19482992589473724,-0.00041479477658867836,-4.656612873077393e-10,-4.656612873077393e-10,-4.656612873077393e-10,3,así son las metáforas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,ella te alumbra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
151,que es muy alborotado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,porque tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,es valioso,0.9394696950912476,0.7172129154205322,-0.02220221608877182,-0.008835967630147934,0.00011958740651607513,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,2
152,que siempre se la pasa gritando,0.6815717816352844,0.7043169140815735,0.250654399394989,0.0025079064071178436,-0.00032931193709373474,-3.725290298461914e-09,-3.725290298461914e-09,-3.725290298461914e-09,3,por que tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,porque la luna es blanca y parece plata,0.7069953680038452,0.4372665286064148,0.41823455691337585,0.3534267842769623,0.3335457742214203,0.333333283662796,0.333333283662796,0.333333283662796,3
153,que es gordito y grita mucho,0.9999767541885376,0.9914617538452148,0.9888540506362915,0.7116352915763855,0.7079316973686218,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque algunos gatos son peludos,0.7695072293281555,0.016262033954262733,0.005444231443107128,0.0024286676198244095,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,porque es muy valioso,0.9394696950912476,0.7172129154205322,-0.02220221608877182,-0.008835967630147934,0.00011958740651607513,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,3
154,que siempre grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque puede ser un animal con pelos,0.007427215576171875,0.009612586349248886,0.03332441300153732,0.0007023508660495281,9.313225746154785e-09,9.313225746154785e-09,9.313225746154785e-09,9.313225746154785e-09,1,una bala de plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
155,mi hermanito es gordito y es gritón,0.9406844973564148,0.5520021915435791,0.17374803125858307,0.0014563463628292084,0.001077994704246521,0.0,0.0,0.0,3,por que un mechón de pelo es una pelota de pelos,0.7032449841499329,0.5802990198135376,0.578325629234314,0.5792097449302673,0.5773501992225647,0.5773501992225647,0.5773501992225647,0.5773501992225647,3,se refiere a la luna,0.9996635913848877,0.6828086376190186,0.6728947758674622,0.5570034384727478,0.40827253460884094,0.40824827551841736,0.40824827551841736,0.40824827551841736,3
156,que grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,una jarra que es como una pelota,0.972550630569458,-0.06921359896659851,0.01822364330291748,0.00719832070171833,2.4003908038139343e-05,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1
157,que su hermano siempre esta gritando,0.8930121660232544,0.4458455443382263,0.24539029598236084,0.010056838393211365,0.004720602184534073,-3.725290298461914e-09,-3.725290298461914e-09,-3.725290298461914e-09,3,se refiere a un ser peludo,0.694661557674408,-0.007570341695100069,0.026687851175665855,0.003302142024040222,0.0,0.0,0.0,0.0,1,la fortuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
158,que no para de gritar,0.7154855728149414,-0.006666988134384155,-0.020141273736953735,0.00319092720746994,-0.0018167942762374878,0.0,0.0,0.0,3,pues tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,pelota de dinero,0.9723705053329468,-0.06526996940374374,0.01738741062581539,-0.0022365301847457886,3.0152499675750732e-05,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,1
159,que su hermano grita mucho y no sale de su circulo,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,por que tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,ella tiene una mirada de plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,2
160,un humano gordo que no para de chillar,0.9500987529754639,0.523442804813385,0.24199560284614563,0.034860946238040924,0.008894909173250198,0.0,0.0,0.0,3,por que tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,que grita mucho,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,por que tiene mucho pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que dicen que la luna es de plata,0.719724178314209,0.48146140575408936,0.47775474190711975,0.42591580748558044,0.40831178426742554,0.40824824571609497,0.40824824571609497,0.40824824571609497,3
162,que grita mucho,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,por que entre mugre y pelos pues se hace eso ,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,por que dicen que la luna es de plata,0.719724178314209,0.48146140575408936,0.47775474190711975,0.42591580748558044,0.40831178426742554,0.40824824571609497,0.40824824571609497,0.40824824571609497,3
163,que su hermano se la pasa gritando,0.8826742768287659,0.5643212795257568,0.27003103494644165,0.005761386826634407,0.0010535260662436485,2.0489096641540527e-08,2.0489096641540527e-08,2.0489096641540527e-08,3,porque tiene pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,que es importante,0.9362826943397522,0.6389282941818237,-0.030770018696784973,0.0042459554970264435,8.775666356086731e-05,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,2
164,que grita mucho que da mucha lata,0.9999957084655762,0.9999930262565613,0.9999531507492065,0.9916593432426453,0.9518195390701294,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque tiene muchos pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,una pelota de plata,0.9932894706726074,-0.02109653130173683,0.003006430808454752,-0.0019496530294418335,3.314577043056488e-05,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
165,mi hermano grita,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,por que el perro tiene muchos pelos,0.0013389736413955688,0.03755027428269386,-0.0038261134177446365,0.004614956211298704,5.587935447692871e-09,5.587935447692871e-09,5.587935447692871e-09,5.587935447692871e-09,3,porque desde lejos es como de plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,3
166,quiere decir que su hermano grita mucho,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque puede que sea un perro o gato con pelos,-0.00021028518676757812,0.030206168070435524,-0.008164680562913418,0.0012944824993610382,6.51925802230835e-09,6.51925802230835e-09,6.51925802230835e-09,6.51925802230835e-09,3,creo que es una pelota color plata,0.942130446434021,0.4131958782672882,0.391973078250885,0.3585997223854065,0.3333626091480255,0.3333333134651184,0.3333333134651184,0.3333333134651184,1
167,pues que grita mucho y tal vez al hablar grita,0.9999806880950928,0.9999331831932068,0.9977856874465942,0.9965395927429199,0.8988877534866333,0.8944271802902222,0.8944271802902222,0.8944271802902222,3,porque la bola de pelos del gato es redonda como una pelota,0.12313561886548996,0.008716031908988953,0.014268774539232254,-7.178634405136108e-06,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,pues que siempre esta brillando y siempre se refleja siempre sobresale,0.7514731287956238,-0.06181885302066803,0.01857052743434906,0.03831164538860321,0.0003647804260253906,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,3
168,que el niño es un niño que grita mucho,0.9994887113571167,0.5487368106842041,0.4924129545688629,0.4515412449836731,0.44831424951553345,0.44721361994743347,0.44721361994743347,0.44721361994743347,3,por que los perros tienen pelos,0.026781931519508362,0.050573065876960754,0.11520229279994965,0.0028653033077716827,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,una pelota de plata es una pelota de plata,0.9932894706726074,-0.02109653130173683,0.003006430808454752,-0.0019496530294418335,3.314577043056488e-05,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,1
169,que el hermano grita como una pelota que esta botando,0.9473462104797363,0.6799654364585876,0.592583954334259,0.5897959470748901,0.5820328593254089,0.5773503184318542,0.5773503184318542,0.5773503184318542,3,porque esta llena de pelos,-0.021299511194229126,0.012670990079641342,-0.00554577074944973,-0.00458669476211071,0.0,0.0,0.0,0.0,1,quiere hablar de una canica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,es alguien que grita o habla demasiado,0.9996167421340942,0.9985188841819763,0.9739428162574768,0.7242754101753235,0.7140147686004639,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,por que al referirse a la familia por lo que una pelota de pelos seria un animal,0.14461803436279297,0.016671665012836456,0.00038273632526397705,-0.0006949007511138916,0.0,0.0,0.0,0.0,3,por que mi padre es alguien fuerte como la plata,0.9971946477890015,0.35527706146240234,0.013213824480772018,-0.0019307620823383331,0.0001867450773715973,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,2
171,que siempre grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,por que hay mucho pelo en un lugar,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,que es muy dura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172,de que su hermano o es un quejumbroso o es un llorón,0.9156327247619629,0.025178279727697372,0.12030861526727676,0.007803667802363634,0.000494539737701416,1.7695128917694092e-08,1.7695128917694092e-08,1.7695128917694092e-08,3,porque es un gato obeso,-0.03342365473508835,-0.08582888543605804,-0.01325254887342453,-0.00359547883272171,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,3,la luna por que brilla,0.9987356662750244,0.562886655330658,0.5154914259910583,0.43667325377464294,0.40826553106307983,0.40824830532073975,0.40824830532073975,0.40824830532073975,3
173,que se la pasa gritando,0.6815717816352844,0.7043169140815735,0.250654399394989,0.0025079064071178436,-0.00032931193709373474,-3.725290298461914e-09,-3.725290298461914e-09,-3.725290298461914e-09,3,porque los cocos tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,por que la luna es una bola brillante,0.9986010789871216,0.7363455891609192,0.5066564083099365,0.39680027961730957,0.333443820476532,0.3333333134651184,0.3333333134651184,0.3333333134651184,3
174,tiene sobrepeso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,porque puede estar gordo,-0.11593659222126007,0.04133260250091553,-0.005103420466184616,0.003000965341925621,-1.3969838619232178e-09,-1.3969838619232178e-09,-1.3969838619232178e-09,-1.3969838619232178e-09,3,mi collar tiene forma de pelota y esta hecha de plata,0.9891297817230225,0.04110605642199516,0.04777172580361366,0.0002631768584251404,0.00017431750893592834,0.0,0.0,0.0,1
175,que todo el día esta hablando y gritando,0.6824724674224854,0.6911261677742004,0.2462904155254364,0.007881112396717072,0.003961846232414246,2.2351741790771484e-08,2.2351741790771484e-08,2.2351741790771484e-08,3,tienen mucho pelaje,0.9999855160713196,0.8038750290870667,0.08064551651477814,0.021061614155769348,1.1175870895385742e-08,1.1175870895385742e-08,1.1175870895385742e-08,1.1175870895385742e-08,1,pues porque la luna tiene un ligero color plateado,1.0,0.9998345971107483,0.9996194243431091,0.9922318458557129,0.8661876916885376,0.866025447845459,0.866025447845459,0.866025447845459,3
176,que es un niño gordo que grita por todo o su tono de voz es fuerte alto,0.9996001720428467,0.7294122576713562,0.6721550226211548,0.5433304905891418,0.44862228631973267,0.4472135603427887,0.4472135603427887,0.4472135603427887,3,si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,la luna tiene forma de pelota y es color plata,0.7213637828826904,0.6801906228065491,0.6846254467964172,0.5360113978385925,0.5164631009101868,0.5163977742195129,0.5163977742195129,0.5163977742195129,3
177,porque grita demasiado,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,tienen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,3,la luna es color plata o gris,0.8329015970230103,0.7814050912857056,0.696839451789856,0.6051927804946899,0.5773603916168213,0.5773502588272095,0.5773502588272095,0.5773502588272095,3
178,si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,porque tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179,que grita mucho,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,tiene mucha pelo mis pies,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,aluminio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180,que el hermano siempre esta gritando entonces es un conjunto de gritos,0.8940860033035278,0.4801439642906189,0.2270994931459427,0.007842645049095154,0.0036063771694898605,-3.725290298461914e-09,-3.725290298461914e-09,-3.725290298461914e-09,3,por que tienen mucho pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que la luna parece estar hecha de plata,0.7078061103820801,0.44644099473953247,0.4421658217906952,0.3762921094894409,0.33346322178840637,0.333333283662796,0.333333283662796,0.333333283662796,3
181,solo grita,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque tiene pelo,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1,un premio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182,que grita mucho,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque si lees la oración completa con la palabra que quieres puede haber infinitas respuestas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,la luna por que suena lírico,0.9996311068534851,0.6889462471008301,0.6810797452926636,0.6122729778289795,0.5772980451583862,0.5773503184318542,0.5773503184318542,0.5773503184318542,3
183,que me hermano grita mucho,0.932165265083313,0.7221863269805908,0.7122616171836853,0.7100811004638672,0.7075228095054626,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque es una bola echa de pelos,-0.0023182108998298645,0.013112880289554596,0.05572011321783066,0.005662788636982441,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,5.122274160385132e-09,1,si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184,mi hermano es un gritón,0.8991490602493286,0.279072105884552,-0.006542133167386055,0.0019199736416339874,0.000759112648665905,4.6566128730773926e-08,4.6566128730773926e-08,4.6566128730773926e-08,3,porque ahí crecen pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,algo que tu quieres proteger que puede hacerdaño o que puede darte valor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
185,que su hermano grita o hace mucho ruido,0.9327722191810608,0.7223894000053406,0.7076613306999207,0.5903382301330566,0.5811915993690491,0.5773502588272095,0.5773502588272095,0.5773502588272095,3,por que tiene pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,la luna porque es de forma esférica y se parece a la plata,0.728188693523407,0.5751615166664124,0.5732132196426392,0.3395526111125946,0.33352595567703247,0.3333333432674408,0.3333333432674408,0.3333333432674408,3
186,que grita mucho,1.0,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,3,porque tiene muchos pelos,-0.017893187701702118,0.01006251759827137,0.032567255198955536,0.002582184039056301,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,-1.862645149230957e-09,1,una pelota de color gris,0.8436555862426758,0.5032570362091064,0.39181026816368103,0.36191999912261963,0.3332448899745941,0.3333333134651184,0.3333333134651184,0.3333333134651184,1
